Date,Type,BankAccount,ContactName,Reference,Total,AccountCode,AccountName,Description,LineAmount,TaxType,Status,BankTransactionID
"2018-02-14","SPEND-TRANSFER","ULearn Limited Current account","","","75","ACC1","","Bank Transfer to Credit Card - Neil.","-75","","DELETED","1b352d70-3bc4-4949-b981-cd8547dd05bb"
"2018-02-02","SPEND-TRANSFER","Credit Card - Neil","","","31","AC-CC-NM","","Bank Transfer to Credit Card - Ciaran.","-31","","DELETED","f641c7d0-c501-4afb-a082-1481848e3d17"
"2018-02-14","SPEND-TRANSFER","ULearn Limited Current account","","","75","ACC1","","Bank Transfer to Credit Card - Neil.","-75","","DELETED","03c86ed0-2f94-419e-989b-105e22520375"
"2018-02-14","RECEIVE-TRANSFER","Credit Card - Neil","","","44","AC-CC-NM","","Bank Transfer from ULearn Limited Current account.","44","","DELETED","21faf797-ed7f-481c-b1a9-91eb563ce65c"
"2018-02-14","SPEND-TRANSFER","ULearn Limited Current account","","","44","ACC1","","Bank Transfer to Credit Card - Neil.","-44","","AUTHORISED","6e8a4f79-c088-48c4-a979-63a3b99b107a"
"2018-02-14","SPEND-TRANSFER","ULearn Limited Current account","","","31","ACC1","","Bank Transfer to Credit Card - Ciaran.","-31","","AUTHORISED","b13927df-864e-419f-a0b1-9afad08b073c"
"2018-02-19","RECEIVE","ULearn Limited Current account","BiG SMOKE BIG SMOK","","700","102","","They are Renting a classroom from us","700","NONE","AUTHORISED","a878fdc6-9fba-49e5-85bd-f1fbfd5c837d"
"2018-02-22","SPEND","ULearn Limited Current account","PAYROLL","CONTRA            CTO","23481.01","E104B","","Payroll Bulk ","23481.01","NONE","AUTHORISED","4bba1ad6-fd97-416d-995f-db025daf2e01"
"2018-02-22","SPEND","ULearn Limited Current account","Barbara Silveira","","700","B107","","February wages","700","NONE","AUTHORISED","6fda88c8-c56b-40fd-92d2-79c8522c966a"
"2018-02-23","SPEND","ULearn Limited Current account","Riabinina Iullia Andreevna","","17.5","B127","","Bank fees","17.5","NONE","AUTHORISED","8c5ce69d-28d9-4272-84c6-2f1b0ea5bc47"
"2018-02-23","SPEND","ULearn Limited Current account","PAYROLL","CONTRA            CTO","18446.52","E104B","","Payroll Bulk ","18446.52","NONE","AUTHORISED","7aafcf94-d75e-4021-a4c0-6c5799cbcce0"
"2018-02-23","SPEND","ULearn Limited Current account","Larisa Kartoshkina","","17.5","B127","","bank fees","17.5","NONE","AUTHORISED","fb3df26b-0f73-4883-9e06-d2e3a41d912d"
"2018-02-23","SPEND","ULearn Limited Current account","Payment Sense","","36.32","B127","","Gateway Charges","36.32","NONE","AUTHORISED","741a135b-0cf8-4bb7-b78b-2aef04039411"
"2018-02-23","SPEND","ULearn Limited Current account","BookYourStudy.com","","17.5","B127","","Bank fees","17.5","NONE","AUTHORISED","85ae58ec-488c-4d10-b2e9-d39e8ebee26e"
"2018-02-21","SPEND","ULearn Limited Current account","Bank Charges","","10.61","B127","","Ulearn","10.61","NONE","AUTHORISED","4ce15d2b-ad58-496d-9032-ad38517aa9ef"
"2018-02-27","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","1770","100","","Cash Drop","1770","NONE","AUTHORISED","a7fdf0c2-faf5-4f3f-a3db-3ecc18e22a01"
"2018-03-01","SPEND","ULearn Limited Current account","First Data","","45.39","B127","","Gateway charges","45.39","NONE","AUTHORISED","1ba9c827-f5a3-415a-a785-ec2b5b839de9"
"2018-03-01","SPEND-TRANSFER","ULearn Limited Current account","","","3810.72","ACC1","","Bank Transfer to ULearn Term Loan.","-3810.72","","AUTHORISED","389a95ce-5c3f-4fe5-b563-ebfbf0b3d562"
"2018-03-06","SPEND","ULearn Limited Current account","BOI BOL","BOI BOL CHARGE","10","B127","","Banking Online","10","NONE","AUTHORISED","c61daf0a-9ffb-42d2-a3a4-71324f0e2ba1"
"2018-03-07","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-03-07 ","5231","100","","Ulearn Student","5231","NONE","AUTHORISED","b9ed9fdd-9826-42f6-983f-cd7a2f5a1826"
"2018-03-09","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","780","100","","Cash Drop","780","NONE","AUTHORISED","45bb1025-d491-4263-8b71-0a103a36a257"
"2018-02-02","SPEND","Credit Card - Neil","BOI","Annual fee","31","B127","","Annual Fee","31","NONE","AUTHORISED","de6fc495-38dd-4ec6-9657-2506ce42a325"
"2018-02-16","SPEND-TRANSFER","ULearn Limited Current account","","","44","ACC1","","Bank Transfer to Credit Card - Neil.","-44","","AUTHORISED","f723824c-4ac7-47eb-813e-ee4d5b25f58f"
"2018-02-16","RECEIVE-TRANSFER","Credit Card - Neil","","","44","AC-CC-NM","","Bank Transfer from ULearn Limited Current account.","44","","AUTHORISED","d3608ad8-46b5-412c-b736-a591459fbb75"
"2018-03-16","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","2100","100","","Cash Drop","2100","NONE","AUTHORISED","30945c49-8ec0-4fa3-b652-aa52f144615a"
"2018-03-13","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","2100","100","","Cash Drop","2100","NONE","AUTHORISED","19c82fc5-5f50-404f-9abc-57a27bbcf8f8"
"2018-03-16","SPEND","ULearn Limited Current account","FIRST VISA AGENCY","","17.5","B127","","Bank charge","17.5","NONE","AUTHORISED","71475f9f-c2da-4f79-a40c-05427d274d4a"
"2018-03-22","SPEND","ULearn Limited Current account","PAYROLL","CONTRA            CTO","30410.89","E104B","","Payroll Bulk ","30410.89","NONE","AUTHORISED","ca642c35-768c-44e9-bf94-b67bad649b46"
"2018-03-21","SPEND","ULearn Limited Current account","Olga Zoteva","","17.5","B127","","Bank fees","17.5","NONE","AUTHORISED","b900992e-11c7-4fd2-ad40-e2ef56f69bd4"
"2018-03-01","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-03-01","1870","100","","Ulearn Student","1870","NONE","AUTHORISED","203df0f7-252c-4981-a338-16ab519912f2"
"2018-03-23","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-03-23","3610","100","","Ulearn Student","3610","NONE","AUTHORISED","0413efe6-afbf-401d-b979-39983c39cda9"
"2018-03-21","SPEND","ULearn Limited Current account","Bank Charges","","0.32","B127","","Ulearn ","0.32","NONE","AUTHORISED","68bb8eaa-6fc6-4d6f-bfb9-896dccc609ab"
"2018-03-21","SPEND","ULearn Limited Current account","Bank Charges","","3.17","B127","","Ulearn ","3.17","NONE","AUTHORISED","8c8674da-b2e9-4b91-9ffe-992f4fea80be"
"2018-03-21","SPEND","ULearn Limited Current account","Bank Charges","","3.17","B127","","Ulearn ","3.17","NONE","AUTHORISED","9c616233-b6cb-4c54-88f2-5cf3b031ef8c"
"2018-03-21","SPEND","ULearn Limited Current account","Bank Charges","","3.17","B127","","Ulearn ","3.17","NONE","AUTHORISED","ade95aa3-8dba-4f8c-80d2-5d70638b5794"
"2018-03-26","SPEND","ULearn Limited Current account","PAYROLL","CONTRA            CTO","18398.75","E104B","","Payroll Bulk ","18398.75","NONE","AUTHORISED","b2fc012b-fff5-4c0f-887a-58d0a2b415de"
"2018-03-26","SPEND","ULearn Limited Current account","Bank Charges","","0.32","B127","","Ulearn ","0.32","NONE","AUTHORISED","befa51c1-cbcb-46a2-b7af-15ca702642ea"
"2018-03-26","SPEND","ULearn Limited Current account","Bank Charges","","0.81","B127","","Ulearn ","0.81","NONE","AUTHORISED","809e5218-8422-4bd7-9bf8-28f5bcbe639e"
"2018-03-28","SPEND","ULearn Limited Current account","BOI BOL","BOI BOL CHARGE","10","B127","","Banking Online","10","NONE","AUTHORISED","5029a244-70e7-43a3-a89d-e386015448aa"
"2018-03-29","RECEIVE","ULearn Limited Current account","BiG SMOKE BIG SMOK","","700","102","","They are Renting a classroom from us","700","NONE","AUTHORISED","9abcaa0e-c0b4-4fb2-89b6-401a7ccb3d4e"
"2018-03-29","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","2540","100","","Cash Drop","2540","NONE","AUTHORISED","278d361a-3135-454f-92aa-341987873647"
"2018-03-27","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","3595","100","","Cash Drop","3595","NONE","AUTHORISED","7e0e5f3a-26b8-486f-8ec7-b8c10281f8a2"
"2018-03-28","SPEND","ULearn Limited Current account","REVENUE COMMISSIONERS","Feb-18","15094.94","F101","","P30 Declaration","15094.94","NONE","AUTHORISED","cf6b3956-7130-4eea-9e0d-78602b8e6a73"
"2018-03-26","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-03-26 ","4165","100","","Ulearn - Student","4165","NONE","AUTHORISED","2a12f189-f1f0-4a20-a131-64275dc4d870"
"2018-03-21","SPEND","ULearn Limited Current account","CRAIG CASSELL","","298.5","B107","","Ciaran paid him separately his account is in Germany ","298.5","NONE","AUTHORISED","9f5482ab-557a-4315-9bff-35b22b8ec513"
"2018-04-04","SPEND","ULearn Limited Current account","Neil Mc Mahon","TO NEIL MCMAHON","3200","B107","","Neil Salary","3200","NONE","AUTHORISED","02921f0a-6ea8-4ab6-a267-52594bfd3934"
"2018-04-03","SPEND-TRANSFER","ULearn Limited Current account","","","3810.72","ACC1","","Bank Transfer to ULearn Term Loan.","-3810.72","","AUTHORISED","a2783aa6-2b45-4b61-a2a3-f719da9bad9b"
"2018-04-03","SPEND","ULearn Limited Current account","Payment Sense","","70.09","B127","","Gateway Charges","70.09","NONE","AUTHORISED","8a574b71-7ac9-4fcc-a91e-37ba87a47de1"
"2018-04-03","SPEND","ULearn Limited Current account","First Data","","45.39","B127","","Gateway charges","45.39","NONE","AUTHORISED","f35875b1-2407-4d89-ba9e-8880792c525f"
"2018-04-06","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-04-06","576.5","100","","Ulearn Student","576.5","NONE","AUTHORISED","85aaee9e-2992-4299-b9cf-64f792871fd2"
"2018-04-04","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-04-04 ","908","100","","Ulearn Student","908","NONE","AUTHORISED","4e1d7c69-4283-4c89-a4d9-01cd8eda2e1d"
"2018-04-09","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-04-09 ","11120","100","","Ulearn Student","11120","NONE","AUTHORISED","8aa477ac-ffbc-4815-bda5-e61b5dccadb5"
"2018-04-19","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","2935","100","","Cash Drop","2935","NONE","AUTHORISED","58337e55-79bb-48fa-98ca-3cc4b6ba36bc"
"2018-04-13","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0292","20","100","","Cash Drop","20","NONE","AUTHORISED","6c54aeaa-b2a5-44c5-beea-bed71e18441a"
"2018-04-19","SPEND","ULearn Limited Current account","PAYROLL","CONTRA            CTO","29279.11","E104B","","Payroll Bulk ","29279.11","NONE","AUTHORISED","6adb7e1c-725a-40bb-8cbf-5dd37864b532"
"2018-04-13","SPEND-TRANSFER","ULearn Limited Current account","","","30","ACC1","","Bank Transfer to Credit Card - Ciaran.","-30","","AUTHORISED","21e5c9df-5230-44d7-b00b-d554477cbb2a"
"2018-04-13","SPEND-TRANSFER","ULearn Limited Current account","","","30","ACC1","","Bank Transfer to Credit Card - Neil.","-30","","AUTHORISED","66ed7d81-d973-4b1a-827a-fc5d84cc178c"
"2018-04-13","RECEIVE-TRANSFER","Credit Card - Neil","","","30","AC-CC-NM","","Bank Transfer from ULearn Limited Current account.","30","","AUTHORISED","01b6a99d-79be-4ea0-9564-90f07452362e"
"2018-04-20","SPEND","ULearn Limited Current account","CLAUDIA DALBY","","275","B107","","Wages April 18","275","NONE","AUTHORISED","3743c4c1-f0d3-445e-9ee6-8a7c5bf786c1"
"2018-04-17","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-04-17","12817","100","","Ulearn Student","12817","NONE","AUTHORISED","85610f89-3ca0-440c-b764-90b7d2f4033e"
"2018-04-16","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS244703336","260","100","","Ulearn Student","260","NONE","AUTHORISED","aab61e8b-6312-4989-884d-d8f3f46f79e6"
"2018-04-24","SPEND","ULearn Limited Current account","PAYROLL","CONTRA            CTO","18399.02","E104B","","Payroll Bulk ","18399.02","NONE","AUTHORISED","3c415af7-fae1-4fcc-a7ed-3f542305dd73"
"2018-04-25","SPEND","ULearn Limited Current account","REVENUE COMMISSIONERS","Revenue Commi SEPA DD","18216.61","F101","","P30 Declaration","18216.61","NONE","AUTHORISED","1deaea90-d533-40a8-b350-3ff6f3260161"
"2018-04-23","SPEND","ULearn Limited Current account","Bank Charges","","3.53","B127","","Ulearn ","3.53","NONE","AUTHORISED","3b9ddfea-f2d8-43ac-aa49-588c004ee525"
"2018-04-27","SPEND","ULearn Limited Current account","Payment Sense","","36.8","B127","","Gateway Charges","36.8","NONE","AUTHORISED","ce3780de-b332-4405-b5a5-1db197162a53"
"2018-04-30","SPEND-TRANSFER","ULearn Limited Current account","","","3810.72","ACC1","","Bank Transfer to ULearn Term Loan.","-3810.72","","AUTHORISED","cadad824-7adb-4fb8-a4f2-7aaf74c9127f"
"2018-04-30","SPEND","ULearn Limited Current account","BOI BOL","BOI BOL CHARGE","10","B127","","Banking Online","10","NONE","AUTHORISED","c526f0c7-83e7-43c9-9746-5fa323158634"
"2018-04-30","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","200","100","","Cash Drop","200","NONE","AUTHORISED","a354dab1-250c-4afd-8d23-8423bb6c829a"
"2018-05-01","SPEND","ULearn Limited Current account","Bank Charges","POS CHG CZK 24","0.02","B127","","Paul - Conference in Prague 2018 (ATM)","0.02","NONE","AUTHORISED","9f993975-ffce-409f-9a6a-12b648f7cc6b"
"2018-05-01","SPEND","ULearn Limited Current account","Bank Charges","POS CHG CZK 985","0.77","B127","","Paul - Conference in Prague 2018","0.77","NONE","AUTHORISED","53399f19-4954-42ac-9f38-1a23b41f4a20"
"2018-05-01","SPEND","ULearn Limited Current account","Bank Charges","POS CHG CZK 225","0.18","B127","","Paul Conference in Prague 2018","0.18","NONE","AUTHORISED","16dfca6b-e92f-47af-ac4a-5db267bcf231"
"2018-04-30","SPEND","ULearn Limited Current account","Bank Charges","","0.27","B127","","Paul - Conference in Prague 2018 ","0.27","NONE","AUTHORISED","36278930-4063-4bf5-a6ef-5019286bd5a5"
"2018-04-30","SPEND","ULearn Limited Current account","Bank Charges","","0.07","B127","","Paul - Conference in Prague 2018 ","0.07","NONE","AUTHORISED","1a49134a-0fd0-465c-9154-9b6d4c022311"
"2018-04-30","SPEND","ULearn Limited Current account","Bank Charges","","0.02","B127","","Paul - Conference in Prague 2018 ","0.02","NONE","AUTHORISED","b2ca3b4b-bde3-4fb5-a4ee-96ba3476d0a1"
"2018-04-30","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-04-30","590","100","","Ulearn Student","590","NONE","AUTHORISED","24367075-8f46-4762-bd24-64f8580f650e"
"2018-05-10","SPEND","ULearn Limited Current account","Barbara Silveira","Dismissal - Termination of employment contract","2539.56","E104B","","Dismissal - Termination of employment contract","2539.56","NONE","AUTHORISED","43d4acde-f317-488f-a525-b2977c1d4eaf"
"2018-05-01","SPEND","ULearn Limited Current account","Bank Charges","POS CHG CZK 48","0.04","B127","","Paul conference in Prague 2018","0.04","NONE","AUTHORISED","e74ead68-fed4-4cc0-91c8-c1188d813c86"
"2018-05-02","SPEND","ULearn Limited Current account","First Data","FIRST DATA GL SEPA DD","45.39","B127","","Gateway charges","45.39","NONE","AUTHORISED","cfc2ecab-1dad-420d-8bbe-1ae0941f4d05"
"2018-05-01","SPEND","ULearn Limited Current account","Bank Charges","POS CHG CZK 48","0.04","B127","","Paul conference in Prague 2018","0.04","NONE","AUTHORISED","ba573b01-a604-416c-a9b7-90aacb3b3f28"
"2018-05-01","SPEND","ULearn Limited Current account","Bank Charges","POS CHG CZK 193","0.15","B127","","Paul conference in Prague 2018","0.15","NONE","AUTHORISED","ba63a872-3fec-4fba-96ff-503ff78ed855"
"2018-05-01","SPEND","ULearn Limited Current account","Bank Charges","POS CHG CZK 766","0.6","B127","","Paul conference in Prague 2018","0.6","NONE","AUTHORISED","61c3ab07-7822-48f5-b675-460fd2aed872"
"2018-05-14","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","1665","100","","Cash Drop","1665","NONE","AUTHORISED","21dda6c5-53d2-4c16-92c2-8b95cc748caa"
"2018-05-07","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-05-07","10332.5","100","","Ulearn-Student","10332.5","NONE","AUTHORISED","1abde2f7-58b8-4953-a47a-a96b940566d5"
"2018-05-17","SPEND","ULearn Limited Current account","PAYROLL","CONTRA            CTO","28012.3","E104B","","Payroll Bulk ","28012.3","NONE","AUTHORISED","8c619dcc-085f-4f74-a82c-a688df5211d8"
"2018-05-17","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","920","100","","Cash Drop","920","NONE","AUTHORISED","bcab33af-6606-4a9b-9a53-e6dcb39914b9"
"2018-05-17","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-05-17 ","9109","100","","Ulearn-Student","9109","NONE","AUTHORISED","ea7fd7a5-e451-48c3-a282-abffc659e2f9"
"2018-05-22","SPEND","ULearn Limited Current account","GoDaddy.com, LLC - CARD","","12.29","B106","","hosting","12.29","NONE","AUTHORISED","90e4e510-d3d5-4b11-b028-47593aa03c0b"
"2018-05-24","SPEND","ULearn Limited Current account","PAYROLL","CONTRA            CTO","18399.29","E104B","","Payroll Bulk ","18399.29","NONE","AUTHORISED","33fe6121-344c-4387-a908-311780335ace"
"2018-05-22","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","2140","100","","Cash Drop","2140","NONE","AUTHORISED","1aecdef4-30e3-413b-b6b5-3a1692a402a1"
"2018-05-25","SPEND","ULearn Limited Current account","Payment Sense","","36.17","B127","","Gateway Charges","36.17","NONE","AUTHORISED","289c42f3-52b2-41da-ad51-ed29b7d2d5b2"
"2018-05-25","SPEND","ULearn Limited Current account","REVENUE COMMISSIONERS","Revenue Commi SEPA DD","16343.64","F101","","P30 Declaration","16343.64","NONE","AUTHORISED","f9f0170e-e872-410c-b69c-034594483830"
"2018-06-01","SPEND","ULearn Limited Current account","First Data","","45.39","B127","","Gateway charges","45.39","NONE","AUTHORISED","bf23687c-cb32-406a-81c8-7a7199340265"
"2018-05-29","SPEND","ULearn Limited Current account","Natalia Gomez","","226.32","B107","","May/18","226.32","NONE","AUTHORISED","05f2ad8c-4852-47ef-bd0a-2a0013a808ab"
"2018-05-29","SPEND","ULearn Limited Current account","Julio Viana","","800","E104B","","Cintia advance payment May/18","800","NONE","AUTHORISED","5df2ad98-2332-4672-a299-2b6d900977e7"
"2018-05-30","SPEND-TRANSFER","ULearn Limited Current account","","","3810.72","ACC1","","Bank Transfer to ULearn Term Loan.","-3810.72","","AUTHORISED","07883907-ba4f-4988-996e-1816bf06ea9f"
"2018-05-30","SPEND","ULearn Limited Current account","GoDaddy.com, LLC - CARD","","10.88","B106","","hosting","10.88","NONE","AUTHORISED","04407982-773d-4bd5-baa1-2ff335d88820"
"2018-05-31","SPEND","ULearn Limited Current account","BOI BOL","BOI BOL CHARGE","10","B127","","Banking Online","10","NONE","AUTHORISED","28cc23d1-46f2-4ef3-8dea-e40e082bea94"
"2018-06-01","SPEND","ULearn Limited Current account","Bernard Naughton","","500","B107","","ULEARN MAY ADV","500","NONE","AUTHORISED","6f4106e6-ceb7-4eac-9419-22d39c7608b7"
"2018-05-31","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","2935","100","","Cash Drop","2935","NONE","AUTHORISED","2b910dd3-adc6-4b50-aa97-c82701303fb2"
"2018-05-17","SPEND","ULearn Limited Current account","Bernard Naughton","","156","B107","","ULEARN MAY ADV","156","NONE","AUTHORISED","547d24d1-69a7-46d2-a1f6-7ad59d70ad6a"
"2018-05-31","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-05-31","1770","100","","Ulearn Student","1770","NONE","AUTHORISED","2159b511-64d5-42dc-977b-8cbb5b3f4b14"
"2018-05-28","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-05-28","1970","100","","Ulearn Student","1970","NONE","AUTHORISED","e660c171-4a1f-4127-af29-814a28eefb8d"
"2018-06-01","SPEND","ULearn Limited Current account","Bank Charges","","1.94","B127","","Ulearn - tablets","1.94","NONE","AUTHORISED","a3eea0b4-f73a-42c5-97ca-5972d82cfe2b"
"2018-06-06","SPEND","ULearn Limited Current account","GoDaddy.com, LLC - CARD","","13.68","B106","","hosting","13.68","NONE","AUTHORISED","167cbd90-1048-45ca-8245-8ad81db1bb45"
"2018-06-06","SPEND","ULearn Limited Current account","Facebook - CARD","","14.62","B110","","facebook ads","14.62","NONE","AUTHORISED","0c926649-8d58-4441-85b5-6821f43498da"
"2018-06-06","SPEND","ULearn Limited Current account","Facebook - CARD","","3.83","B110","","facebook ads","3.83","NONE","AUTHORISED","dba3e115-64d4-418e-9914-0b34da4abaa2"
"2018-06-08","RECEIVE","ULearn Limited Current account","ULearn-Student","ULS2018-06-08","5015","100","","Ulearn students","5015","NONE","AUTHORISED","8a3ceb38-75d5-4228-9f9e-2f8f534260c1"
"2018-06-08","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 0845","1075","100","","Cash Drop","1075","NONE","AUTHORISED","ed67d191-8c16-4e33-aab4-3c41e215c354"
"2018-06-13","SPEND","ULearn Limited Current account","Bernard Naughton","","316.42","B107","","ULEARN May salary","316.42","NONE","AUTHORISED","75b04fc9-b14b-433c-ab75-1caa8a2e671f"
