Date,Type,BankAccount,ContactName,Reference,Total,AccountCode,AccountName,Description,LineAmount,TaxType,Status,BankTransactionID
"2022-02-01","RECEIVE","ULearn Limited Current account","Blackhall Green - Apartment","","3200","101","","","3200","NONE","AUTHORISED","8f0862d0-c93b-4665-9402-c035d2ae72af"
"2022-02-02","SPEND","ULearn Limited Current account","Bank Charges","","0.11","B127","","NEPOSCHGUSD 000000.11","0.11","NONE","AUTHORISED","252b4fac-3f86-45ab-a54d-427b59029959"
"2022-02-07","SPEND","ULearn Limited Current account","Bank Charges","","0.53","B127","","NEPOSCHGUSD 000000.53","0.53","NONE","AUTHORISED","9b1eda72-bc30-41f8-84a7-31d400a68153"
"2022-02-07","SPEND","ULearn Limited Current account","General Expenses","","7.1","B102","","","7.1","NONE","AUTHORISED","1d516941-2cec-46f7-8566-e346a406e68e"
"2022-02-09","SPEND","ULearn Limited Current account","Bank Charges","","0.19","B127","","NEPOSCHGGBP 000000.19","0.19","NONE","AUTHORISED","74816387-5b19-40cf-a62d-2365957e08dd"
"2022-02-14","RECEIVE","ULearn Limited Current account","ULearn-Student","","885","100","","Virement depuis Ma SP","885","NONE","AUTHORISED","0e83acff-a428-4a69-8186-7691f5b369cd"
"2022-02-16","SPEND","ULearn Limited Current account","Bank Charges","","0.23","B127","","NEPOSCHGUSD 000000.23","0.23","NONE","AUTHORISED","33a3bdb8-8258-454e-9aa9-2c0ee9fc5cae"
"2022-02-18","SPEND","ULearn Limited Current account","Bank Charges","","0.62","B127","","NEPOSCHGUSD 000000.62","0.62","NONE","AUTHORISED","4e4d2bcb-4bfd-45ff-aa07-d2bd5b9f9cab"
"2022-02-18","RECEIVE","ULearn Limited Current account","ULearn-Student","","215","100","","VIREMENT VERS ULEA SP","215","NONE","AUTHORISED","73cc3300-d564-462f-8d14-90e428912395"
"2022-02-18","SPEND","ULearn Limited Current account","Xero Subscription - CARD","IN-3348963","30.92","B106","","ULearn. Monthly Subscription, Standard Price Plan, 17 Jan 2022 to 16 Feb 2022. ","30.92","NONE","AUTHORISED","ef2a1b4a-80cb-49ba-a863-9d063bf32896"
"2022-02-21","SPEND","ULearn Limited Current account","Zopim - CARD","INV08125837","12.38","B106","","Chat Basic Subscription
02/20/2022-03/19/2022
Month ","12.38","NONE","AUTHORISED","6c66fee9-dc3e-4f99-ae53-9413deebb3c7"
"2022-02-21","SPEND","ULearn Limited Current account","UISCE (Irish Water)","828078356510","126.9","B105","","01/10/2021 - 31/12/2021 Annually","126.9","NONE","AUTHORISED","712b7535-27a9-4b08-b91c-1c0a60fa75cc"
"2022-02-24","SPEND","ULearn Limited Current account","PAYROLL","","2250","E104B","","TO PAUL GILL","2250","NONE","AUTHORISED","cc2cd77a-9485-4c76-ab36-88287a70bbb8"
"2022-02-24","SPEND","ULearn Limited Current account","PAYROLL","","6628.83","E104B","","Payroll","6628.83","NONE","AUTHORISED","f5426a93-fb77-42e1-8530-89d06fc785d7"
"2022-02-24","SPEND","ULearn Limited Current account","PAYROLL","","2250","E104B","","TO DIANA GUTIERREZ MA","2250","NONE","AUTHORISED","dc64c794-ddea-483d-9e7c-23ad12d5dced"
"2022-02-25","RECEIVE","ULearn Limited Current account","Apartment Capel","","3226.39","101","","32 Capel SP","3226.39","NONE","AUTHORISED","5c2204bc-9376-4cd8-b7f2-06e76c305052"
"2022-02-28","SPEND","ULearn Limited Current account","Bank Charges","","10","B127","","BOI BOL CHARGE","10","NONE","AUTHORISED","a5167973-3ea8-49c8-9a74-590ca5f20abc"
"2022-02-28","SPEND","ULearn Limited Current account","GoDaddy.com, LLC - CARD","","43.98","B106","","POS27FEB DNH*GODADDY.","43.98","NONE","AUTHORISED","d2fcc40c-fc87-4535-bf28-ed4cd81a2f99"
"2022-02-28","SPEND","ULearn Limited Current account","Bank Charges","","0.54","B127","","NEPOSCHGUSD 000000.54","0.54","NONE","AUTHORISED","7adb0ee1-85a8-489e-9068-1e4550ddb22a"
"2022-02-28","SPEND","ULearn Limited Current account","GoDaddy.com, LLC - CARD","","33.09","B106","","POS26FEB DNH*GO DADDY","33.09","NONE","AUTHORISED","e62149d4-88b2-4d78-80ab-f7cfeb67eaab"
"2022-02-04","RECEIVE","ULearn Limited Current account","ULearn-Student","","133.92","100","","365 Seonhee Kim 2324","133.92","NONE","AUTHORISED","f677caa9-f674-43e0-bc39-7d27c3687c68"
"2022-02-21","RECEIVE","ULearn Limited Current account","ULearn-Student","","215","100","","COURS D'ANGLAIS. SP","215","NONE","AUTHORISED","48dd66ff-b067-473f-ae56-74b49e302090"
"2022-02-08","RECEIVE","ULearn Limited Current account","ULearn-Student","","360","100","","STUDENT ID 23729 M SP","360","NONE","AUTHORISED","34c0f469-8ebd-4f29-803a-2eb434fc87c1"
"2022-02-21","RECEIVE","ULearn Limited Current account","ULearn-Student","","421.25","100","","5449794969a64430aa SP","421.25","NONE","AUTHORISED","4aface64-1d18-45c8-8f45-a388250ed58e"
"2022-02-08","RECEIVE","ULearn Limited Current account","ULearn-Student","","500","100","","INV. NR. D2022033 SP","500","NONE","AUTHORISED","0f84a32a-a021-4be2-8e52-decaf2adf81d"
"2022-02-28","RECEIVE","ULearn Limited Current account","ULearn-Student","","572","100","","STUDENT: ELISA DEL SP","572","NONE","AUTHORISED","1b232d8b-bcee-4437-aec5-52b9ad19f1a0"
"2022-02-07","RECEIVE","ULearn Limited Current account","ULearn-Student","","660","100","","INV. NR. D2020033 SP","660","NONE","AUTHORISED","5bc679c2-8af7-422f-a733-c71a0a7d8c54"
"2022-02-09","RECEIVE","ULearn Limited Current account","ULearn-Student","","759","100","","Ulearn EN Dublin - SP","759","NONE","AUTHORISED","23b861c3-18e5-4502-8c0a-dc3ff922b04c"
"2022-02-21","RECEIVE","ULearn Limited Current account","ULearn-Student","","1310","100","","d469c0b0cbd34312b7 SP","1310","NONE","AUTHORISED","029cd08d-6ef8-41c9-9fcf-e3197ff26b3e"
"2022-02-17","RECEIVE","ULearn Limited Current account","ULearn-Student","","1490","100","","ZZ1BE0WU8P1AKYI9RE SP","1490","NONE","AUTHORISED","f9cda2b3-d012-4f89-a760-958c7bb7b4fd"
"2022-02-17","RECEIVE","ULearn Limited Current account","ULearn-Student","","2425","100","","MILENKA SP","2425","NONE","AUTHORISED","0d470b88-4742-4e7d-acc6-2ef418804a33"
"2022-02-18","RECEIVE","ULearn Limited Current account","ULearn-Student","","5223","100","","23742 TAQUIN DUB23 SP","5223","NONE","AUTHORISED","43460815-2bad-40fd-9c8f-876427c268ec"
"2022-02-02","SPEND","ULearn Limited Current account","Phoenix Magazine","","9","B121","","POS01FEB PHOENIX MAGA","9","NONE","AUTHORISED","6f64e19c-4c6a-4e60-af82-fa9d0a6b997c"
"2022-02-02","SPEND","ULearn Limited Current account","SOFTWARE","","5.52","B111","","P0102US 6.15@0.89756","5.52","NONE","AUTHORISED","0dd4474b-9566-46ca-bce2-15307433fa8e"
"2022-02-03","SPEND","ULearn Limited Current account","Noel Hancock","","55","A104","","POS02FEB PAYPAL *NOEL","55","NONE","AUTHORISED","13993f5b-83ff-4634-8ec4-ab5bf5a5a519"
"2022-02-04","SPEND","ULearn Limited Current account","ZOOM","","51.62","B106","","POS03FEB ZOOM.US 888-","51.62","NONE","AUTHORISED","af6da162-793a-4790-99eb-56b874daa240"
"2022-02-07","SPEND","ULearn Limited Current account","TradingView","","26.25","B106","","P0402US 29.95@0.87646","26.25","NONE","AUTHORISED","d8357bfe-bdc4-41af-996e-6c4832c64aef"
"2022-02-07","SPEND","ULearn Limited Current account","General Expenses","","70","B102","","ATM05FEB JERVIS SC","70","NONE","AUTHORISED","fd1df5a0-520a-43c4-a6d5-4492ce09fd5d"
"2022-02-07","SPEND","ULearn Limited Current account","Home Depot","","355.19","A101","","P0502MX 8321@0.04268","355.19","NONE","AUTHORISED","ac617a78-57eb-4bfc-aec8-5f16ae81d5bf"
"2022-02-08","SPEND","ULearn Limited Current account","Skype","","8","B106","","POS04FEB GO.SKYPE.COM","8","NONE","AUTHORISED","729d3d7d-7cc4-4c2d-ac3d-9617404165c2"
"2022-02-09","SPEND","ULearn Limited Current account","Audible - CARD","","9.5","B121","","P0802GB 7.99@1.18898","9.5","NONE","AUTHORISED","b39a5048-eca1-4eb4-b13f-ea7ce7aec320"
"2022-02-11","SPEND","ULearn Limited Current account","Lucid Software","","102.58","B106","","POS10FEB LUCIDCHART.C","102.58","NONE","AUTHORISED","0f820d37-ae18-4c24-9d6e-1f5d1408d334"
"2022-02-11","SPEND","ULearn Limited Current account","EIR","","20","B104","","POS10FEB Vesta EIR To","20","NONE","AUTHORISED","212debf2-98be-49c6-bc9b-9276200b63e2"
"2022-02-14","SPEND","ULearn Limited Current account","Bank Charges","","0.88","B127","","P1102CA 1.00@0.88000","0.88","NONE","AUTHORISED","0564cc74-0b0d-419b-9971-b23e26fe3480"
"2022-02-14","SPEND","ULearn Limited Current account","Zoho","","26.88","B106","","POS12FEB ZOHO-PEOPLE","26.88","NONE","AUTHORISED","fb5418a4-2b66-4a1f-b527-90e02c999225"
"2022-02-14","SPEND","ULearn Limited Current account","Bank Charges","","2.55","B127","","NEPOSCHGMXN 000002.55","2.55","NONE","AUTHORISED","55436fd6-391d-4835-8d88-0d4baea1caac"
"2022-02-14","SPEND","ULearn Limited Current account","Office Depot","","127.28","B102","","P1002MX 2965@0.04292","127.28","NONE","AUTHORISED","d0146c0b-ae99-4332-b5c9-31b1ac48723c"
"2022-02-14","SPEND","ULearn Limited Current account","Curry's PC World","","85.96","B102","","POS13FEB CURRYS IRELA","85.96","NONE","AUTHORISED","d0b0622d-eb3b-4ce3-851e-89e675e550d3"
"2022-02-14","SPEND","ULearn Limited Current account","Bank Charges","","0.02","B127","","NEPOSCHGUSD 000000.02","0.02","NONE","AUTHORISED","1fc54d0c-d67a-4cd6-aa92-e3545679088e"
"2022-02-16","SPEND","ULearn Limited Current account","TradingView","","11.47","B106","","P1502GI 12.95@0.88571","11.47","NONE","AUTHORISED","3e57956b-8f94-440e-8e2e-298aeea2ff2c"
"2022-02-17","SPEND","ULearn Limited Current account","Vodafone","","49.2","B104","","POS16FEB VODAFONE AT","49.2","NONE","AUTHORISED","9573a797-d248-4ade-802c-c4bbcc3badd3"
"2022-02-17","SPEND","ULearn Limited Current account","Vodafone","","49.2","B104","","POS16FEB VODAFONE AT","49.2","NONE","AUTHORISED","9a6dac30-18a4-4ed4-9f44-0d56679ca386"
"2022-02-17","SPEND","ULearn Limited Current account","Vodafone","","49.2","B104","","POS16FEB VODAFONE AT","49.2","NONE","AUTHORISED","c77f5d3c-20e4-4380-ae12-5ee7c2c4ece7"
"2022-02-17","SPEND","ULearn Limited Current account","Vodafone","","20","B104","","POS15FEB Vesta Vodafo","20","NONE","AUTHORISED","af545138-54f6-4d05-ba4b-c9f752582446"
"2022-02-17","SPEND","ULearn Limited Current account","GoDaddy.com, LLC - CARD","","11.06","B106","","POS16FEB DNH*GODADDY.","11.06","NONE","AUTHORISED","9e97b672-cc30-4c5b-ab46-c2fc865a4de2"
"2022-02-17","SPEND","ULearn Limited Current account","Vodafone","","49.2","B104","","POS16FEB VODAFONE AT","49.2","NONE","AUTHORISED","0bb441a2-e0ba-44d5-8309-1c54f7479a9c"
